X,Y,OBJECTID,TREEID,MANAGEMENTUNIT,COMMONNAME,BOTANICALNAME,REMOVE,TYPE,DBH_IN,HEIGHT,CANOPY,CAMPUSZONE,COMMENTS,AVERAGE,STATUS,HISTORIC,TREESTATUS,DATEREMOVED,PRUNE,PHOTO
-79.056873534573711,35.900008328812618,3167,tree 7044, ,linden, ,,D,4,14,7,HA, , ,To Be Completed,No,1,, ,
-79.057075901398676,35.900749473392601,3168,tree 7043, ,linden, ,,D,3.4000001,14,7,HA, , ,To Be Completed,No,1,, ,
-79.057143560256861,35.900752198579411,3169,tree 7042, ,linden, ,,D,4.4000001,14,7,HA, , ,To Be Completed,No,1,, ,
-79.056962021304017,35.901207197160673,3170,tree 7040, ,linden, ,,D,3.70000005,14,7,HA, , ,To Be Completed,No,1,, ,
-79.057026226386554,35.90122761432189,3171,tree 7039, ,linden, ,,D,2.79999995,14,7,HA, , ,To Be Completed,No,1,, ,
-79.051041514075564,35.910687933236311,3172,tree 7033, , , ,,D,2,12,2,SB, , ,To Be Completed,No,1,, ,
-79.050929073618377,35.912065519558986,3173,tree 7032, ,willow oak,Quercus phellos,,D,2.5,12,3,OW, , ,Completed,No,1,, ,
-79.046910285813567,35.910405042592259,3174,tree 7031, ,magnolia, ,,E,7.19999981,20,10,SB, , ,To Be Completed,No,1,, ,
-79.047758703616907,35.909494664428408,3175,tree 7030, ,holly, ,,E,5.5,6,4,QH, , ,To Be Completed,No,1,, ,
-79.047819742330589,35.909436007923439,3176,tree 7029, ,holly, ,,E,5.30000019,6,4,QH, , ,To Be Completed,No,1,, ,
-79.056516160187513,35.901857546762464,3177,tree 7061, ,oak, ,,D,21.20000076,60,14,HA, , ,To Be Completed,No,1,, ,
-79.056573103400694,35.901792790524631,3178,tree 7060, ,oak, ,,D,16.89999962,55,13,HA, , ,To Be Completed,No,1,, ,
-79.05640854468335,35.900145424064156,3179,tree 7138, ,ash, ,,D,9.30000019,20,5,HA, , ,To Be Completed,No,1,, ,
-79.053726521198925,35.90234414548641,3180,tree 7137, ,oak, ,,D,38,65,20,HA, , ,To Be Completed,No,1,, ,
-79.053810092689346,35.90225132922648,3181,tree 7135, ,holly, ,,E,15,12,6,HA, , ,To Be Completed,No,1,, ,
-79.053961609101663,35.902267221828509,3182,tree 7134, ,cedar, ,,E,14.39999962,30,9,HA, , ,To Be Completed,No,1,, ,
-79.054055696505984,35.902317020184249,3183,tree 7133, ,oak, ,,D,22.60000038,30,16,HA, , ,To Be Completed,No,1,, ,
-79.054145381164773,35.902464143384037,3184,tree 7130, ,oak, ,,D,23,40,9,HA, , ,To Be Completed,No,1,, ,
-79.053956884321963,35.902457497912309,3185,tree 7129, ,oak, ,,D,23,40,13,HA, , ,To Be Completed,No,1,, ,
-79.054295836452781,35.902560250324214,3186,tree 7127, ,pine, ,,E,7.0999999,13,7,HA, , ,To Be Completed,No,1,, ,
-79.054540813865032,35.902777996241966,3187,tree 7122, ,cedar, ,,E,15.5,35,7,HA, , ,To Be Completed,No,1,, ,
-79.054529807693442,35.902797725331936,3188,tree 7121, ,pine, ,,E,8.10000038,20,5,HA, , ,To Be Completed,No,1,, ,
-79.054530936018097,35.902837172464892,3189,tree 7118, ,pine, ,,E,7.5999999,35,7,HA, , ,To Be Completed,No,1,, ,
-79.05453644758289,35.902839859692961,3190,tree 7117, ,pine, ,,E,7.4000001,30,6,HA, , ,To Be Completed,No,1,, ,
-79.054585217985618,35.902852573919475,3191,tree 7116, ,pine, ,,E,14,45,10,HA, , ,To Be Completed,No,1,, ,
-79.054667696939362,35.902877399671944,3192,tree 7115, ,pine, ,,E,18.5,45,12,HA, , ,To Be Completed,No,1,, ,
-79.054362470161152,35.902882611263678,3193,tree 7114, , , ,,D,21.60000038,40,12,HA, , ,To Be Completed,No,1,, ,
-79.054635681357098,35.904176301557364,3194,tree 7105, ,holly, ,,E,9.80000019,10,4,HA, , ,To Be Completed,No,1,, ,
-79.054647286399089,35.904326621169517,3195,tree 7104, , , ,,D,4.5999999,13,5,HA, , ,To Be Completed,No,1,, ,
-79.054537556844238,35.904359007028553,3196,tree 7103, , , ,,D,4.69999981,8,5,HA, , ,To Be Completed,No,1,, ,
-79.054472523345083,35.904338984896071,3197,tree 7102, , , ,,D,9,8,5,HA, , ,To Be Completed,No,1,, ,
-79.054328452651134,35.904258321857981,3198,tree 7101, ,holly, ,,E,6.5,6,4,HA, , ,To Be Completed,No,1,, ,
-79.054337877246468,35.90423613237671,3199,tree 7100, ,holly, ,,E,6.5,6,4,HA, , ,To Be Completed,No,1,, ,
-79.054307396768252,35.904242583059016,3200,tree 7099, ,holly, ,,E,6.5,6,4,HA, , ,To Be Completed,No,1,, ,
-79.054289664296817,35.904227024575199,3201,tree 7098, ,holly, ,,E,6.5,6,4,HA, , ,To Be Completed,No,1,, ,
-79.054259910116826,35.904213159304824,3202,tree 7097, ,holly, ,,E,6.5,6,4,HA, , ,To Be Completed,No,1,, ,
-79.054320732660869,35.904070327587995,3203,tree 7096, ,holly, ,,E,9.19999981,11,5,HA, , ,To Be Completed,No,1,, ,
-79.054361600834767,35.903977815193272,3204,tree 7095, ,holly, ,,E,5.9000001,15,5,HA, , ,To Be Completed,No,1,, ,
-79.054777988931576,35.904224683118706,3205,tree 7094, , , ,,D,4.5,11,5,HA, , ,To Be Completed,No,1,, ,
-79.054782840321309,35.904097597033065,3206,tree 7093, , , ,,D,7.30000019,15,6,HA, , ,To Be Completed,No,1,, ,
-79.05470724342139,35.904197730047891,3207,tree 7092, ,holly, ,,E,3,7,3,HA, , ,To Be Completed,No,1,, ,
-79.054717355358022,35.904178439144275,3208,tree 7091, ,holly, ,,E,3,7,3,HA, , ,To Be Completed,No,1,, ,
-79.054734851024421,35.904139754121076,3209,tree 7090, ,holly, ,,E,3,7,3,HA, , ,To Be Completed,No,1,, ,
-79.054754943358205,35.904096540923071,3210,tree 7089, ,holly, ,,E,3,7,3,HA, , ,To Be Completed,No,1,, ,
-79.054745909423801,35.904117813186716,3211,tree 7088, ,holly, ,,E,3,7,3,HA, , ,To Be Completed,No,1,, ,
-79.05481456914373,35.903965367042829,3212,tree 7087, ,holly, ,,E,4,12,4,HA, , ,To Be Completed,No,1,, ,
-79.054798877300897,35.903999784476333,3213,tree 7086, ,holly, ,,E,4.0999999,12,4,HA, , ,To Be Completed,No,1,, ,
-79.047352835301766,35.90318626019323,3490, , ,pine, ,,E,9,45,7,SAC, , ,To Be Completed,No,1,, ,
-79.04702018526126,35.90332241533288,3491, , , , ,,D,3.5,20,5,SAC, , ,To Be Completed,No,1,, ,
-79.046863366881027,35.903374473309881,3492, , ,maple, ,,D,4.4000001,17,4,SAC, , ,To Be Completed,No,1,, ,
-79.048076177892,35.902955022896883,3493, , , , ,,E,5.19999981,10,4,SAC, , ,To Be Completed,No,1,, ,
-79.04785377752863,35.902869928093835,3495, , ,holly, ,,E,6.5999999,15,6,SAC, , ,To Be Completed,No,1,, ,
-79.048105338817763,35.902804108076353,3497, , ,cedar, ,,E,6.30000019,15,6,SAC, , ,To Be Completed,No,1,, ,
-79.047715577456444,35.90255048420623,3501, , , , ,,D,10.10000038,10,5,SAC, , ,To Be Completed,No,1,, ,
-79.047701034280976,35.902556407284997,3502, , , , ,,D,10.89999962,10,5,SAC, , ,To Be Completed,No,1,, ,
-79.047683581742689,35.902562726390435,3503, , , , ,,D,10.19999981,10,5,SAC, , ,To Be Completed,No,1,, ,
-79.04744898114825,35.902283815684299,3504, , ,holly, ,,E,4.5999999,16,5,SAC, , ,To Be Completed,No,1,, ,
-79.047422890752699,35.902278519936729,3505, , ,holly, ,,E,4.69999981,16,5,SAC, , ,To Be Completed,No,1,, ,
-79.046240865278577,35.902680206452949,3511, , ,holly, ,,E,6.69999981,14,6,SAC, , ,To Be Completed,No,1,, ,
-79.047578493752454,35.903127160603518,3487, , , , ,,D,3.70000005,20,4,SAC, , ,To Be Completed,No,1,, ,
-79.047528705211292,35.903121167675081,3488, , ,pine, ,,E,7,45,7,SAC, , ,To Be Completed,No,1,, ,
-79.047500707213047,35.903131304743333,3489, , ,pine, ,,E,10.80000019,45,7,SAC, , ,To Be Completed,No,1,, ,
-79.051162055041431,35.901610728998776,3371, , , , ,,D,3.20000005,12,4,P, , ,To Be Completed,No,1,, ,
-79.051055519482048,35.901787921302443,3372, , , , ,,D,3,6,4,P, , ,To Be Completed,No,1,, ,
-79.051033200022843,35.901811469053804,3373, , ,holly, ,,E,2.9000001,5,3,P, , ,To Be Completed,No,1,, ,
-79.050847353062338,35.902120630238137,3374, , ,holly, ,,E,2.20000005,8,2,P, , ,To Be Completed,No,1,, ,
-79.050853807450764,35.902329816951621,3375, , ,cherry, ,,D,7.9000001,15,5,P, , ,To Be Completed,No,1,, ,
-79.050887554355441,35.902372525696379,3376, , ,holly, ,,E,8.5,13,6,P, , ,To Be Completed,No,1,, ,
-79.050870653737874,35.902422984598729,3377, , ,holly, ,,E,15.5,13,6,P, , ,To Be Completed,No,1,, ,
-79.050712748661923,35.902559640894054,3378, , , , ,,D,7.4000001,15,7,P, , ,To Be Completed,No,1,, ,
-79.050834963938669,35.902527011323443,3379, , ,holly, ,,E,7.30000019,13,6,P, , ,To Be Completed,No,1,, ,
-79.050837850666255,35.902972691906925,3380, , , , ,,E,2.70000005,10,3,P, , ,To Be Completed,No,1,, ,
-79.050920431322481,35.903039810084984,3381, , , , ,,E,3.5999999,10,3,P, , ,To Be Completed,No,1,, ,
-79.051033534925836,35.903032301740446,3382, , , , ,,E,4.19999981,11,3,P, , ,To Be Completed,No,1,, ,
-79.051131407513864,35.903109361964447,3383, , , , ,,D,3.70000005,12,5,P, , ,To Be Completed,No,1,, ,
-79.051332574994021,35.903152174359569,3384, , , , ,,E,2.4000001,3,2,P, , ,To Be Completed,No,1,, ,
-79.051930599592112,35.902783831280139,3385, , , , ,,D,2.4000001,7,4,P, , ,To Be Completed,No,1,, ,
-79.05187703297635,35.903351697509777,3386, , ,cedar, ,,E,2.0999999,7,3,P, , ,To Be Completed,No,1,, ,
-79.051939146041434,35.903369245326395,3387, , ,pine, ,,E,4.4000001,7,5,P, , ,To Be Completed,No,1,, ,
-79.051931056903129,35.903386822659684,3388, , ,pine, ,,E,5.19999981,10,5,P, , ,To Be Completed,No,1,, ,
-79.053116961021061,35.902951317804728,3389, , ,holly, ,,E,5.5,10,4,HA, , ,To Be Completed,No,1,, ,
-79.053124863892265,35.902936847910262,3390, , ,holly, ,,E,5.4000001,10,4,HA, , ,To Be Completed,No,1,, ,
-79.053130881566716,35.902920538706105,3391, , ,holly, ,,E,5.4000001,10,4,HA, , ,To Be Completed,No,1,, ,
-79.053331306070106,35.902540923083222,3392, , ,holly, ,,E,5.69999981,11,4,HA, , ,To Be Completed,No,1,, ,
-79.053318465684612,35.902546081271211,3393, , ,holly, ,,E,5.69999981,11,4,HA, , ,To Be Completed,No,1,, ,
-79.053321936375923,35.902559321097655,3394, , ,holly, ,,E,5.69999981,11,4,HA, , ,To Be Completed,No,1,, ,
-79.057234268871539,35.901602643450694,3395, , ,oak, ,,D,8.19999981,30,9,HA, , ,To Be Completed,No,1,, ,
-79.057227546233491,35.901632826440888,3396, , ,hickory, ,,D,5,25,6,HA, , ,To Be Completed,No,1,, ,
-79.055772463016439,35.901935607348783,3397, , ,holly, ,,E,4.5,13,4,NZ, , ,To Be Completed,No,1,, ,
-79.055786683374876,35.901903849536296,3398, , ,holly, ,,E,7,13,4,NZ, , ,To Be Completed,No,1,, ,
-79.055881437706589,35.90170783030095,3399, , ,holly, ,,E,5.0999999,13,4,NZ, , ,To Be Completed,No,1,, ,
-79.055867217374896,35.901739523073338,3400, , ,holly, ,,E,5,13,4,NZ, , ,To Be Completed,No,1,, ,
-79.055803157121872,35.9018719605846,3401, , ,dogwood, ,,D,5.9000001,14,5,NZ, , ,To Be Completed,No,1,, ,
-79.055852916280358,35.901770691585781,3402, , ,dogwood, ,,D,1.89999998,3,2,NZ, , ,To Be Completed,No,1,, ,
-79.053248461625174,35.900874378389688,3403, , ,hickory, ,,D,7,30,5,OV, , ,To Be Completed,No,1,, ,
-79.053254001296793,35.900898985488695,3404, , ,cedar, ,,E,4,17,5,OV, , ,To Be Completed,No,1,, ,
-79.052179146793975,35.901044612822076,3408, , ,dogwood, ,,D,9,13,7,OV, , ,To Be Completed,No,1,, ,
-79.05166023448048,35.90100836225966,3409, , ,dogwood, ,,D,12,8,5,OV, , ,To Be Completed,No,1,, ,
-79.051527592937973,35.901052476011252,3410, , ,hickory, ,,D,10.5,45,11,OV, , ,To Be Completed,No,1,, ,
-79.050821947928441,35.900870730490475,3411, , ,dogwood, ,,D,4.30000019,13,6,OV, , ,To Be Completed,No,1,, ,
-79.051025876667367,35.900901368501245,3412, , ,cedar, ,,E,8.19999981,32,8,OV, , ,To Be Completed,No,1,, ,
-79.051030418695575,35.900909725784615,3413, , ,dogwood, ,,D,4.30000019,8,5,OV, , ,To Be Completed,No,1,, ,
-79.050465918997503,35.900686682972328,3415, , ,cedar, ,,E,2.9000001,12,3,OV, , ,To Be Completed,No,1,, ,
-79.049902752227467,35.901018954436765,3416, , ,oak, ,,D,34,64,20,OV, , ,To Be Completed,No,1,, ,
-79.049795678529421,35.901020520433377,3417, , ,hickory, ,,D,9.80000019,36,7,OV, , ,To Be Completed,No,1,, ,
-79.049792170696151,35.901005578226069,3418, , ,hickory, ,,D,9.89999962,40,10,OV, , ,To Be Completed,No,1,, ,
-79.049473619242292,35.901149869952903,3419, , ,dogwood, ,,D,6.4000001,12,5,OV, , ,To Be Completed,No,1,, ,
-79.04950679091364,35.901243256959468,3420, , ,dogwood, ,,D,6.19999981,12,5,OV, , ,To Be Completed,No,1,, ,
-79.049279468394289,35.901349322679721,3421, , ,hickory, ,,D,11.19999981,40,8,OV, , ,To Be Completed,No,1,, ,
-79.049215099569821,35.901577732379721,3422, , ,dogwood, ,,D,11,13,9,OV,splits in 2 at base, ,To Be Completed,No,1,, ,
-79.048966175036483,35.901758942489245,3423, , ,hickory, ,,D,9.80000019,35,8,OV, , ,To Be Completed,No,1,, ,
-79.048927519771269,35.901739307663725,3424, , ,dogwood, ,,D,2.5999999,11,3,OV, , ,To Be Completed,No,1,, ,
-79.048867898498997,35.901686734689036,3425, , ,dogwood, ,,D,4.5,7,5,OV, , ,To Be Completed,No,1,, ,
-79.048824859922547,35.901676378194857,3426, , ,oak, ,,D,2.20000005,8,2,OV, , ,To Be Completed,No,1,, ,
-79.048812131571509,35.901712691500187,3427, , ,pine, ,,E,2.29999995,8,2,OV, , ,To Be Completed,No,1,, ,
-79.049015578801516,35.901778053612773,3428, , ,dogwood, ,,D,6,13,4,OV, , ,To Be Completed,No,1,, ,
-79.049007850840511,35.901855300717884,3429, , ,dogwood, ,,D,8.10000038,11,10,OV, , ,To Be Completed,No,1,, ,
-79.049069197957408,35.901495752528419,3430, , ,oak, ,,D,14,70,15,OV,tree mass in corner, ,To Be Completed,No,1,, ,
-79.04890941584992,35.899579743098606,3431, , ,oak, ,,D,24,60,17,OV, , ,To Be Completed,No,1,, ,
-79.048524976907643,35.900105851240092,3432, , ,oak, ,,D,25.89999962,65,17,OV, , ,To Be Completed,No,1,, ,
-79.049826810352556,35.900284826765287,3433, , ,dogwood, ,,D,7.80000019,12,6,OV, , ,To Be Completed,No,1,, ,
-79.0487575649354,35.901370135641919,3435, , ,oak, ,,D,34.20000076,60,19,OV, , ,To Be Completed,No,1,, ,
-79.048655839559927,35.901447642500095,3436, , ,oak, ,,D,22,60,12,OV, , ,To Be Completed,No,1,, ,
-79.048679228183488,35.901383520443858,3437, , ,dogwood, ,,D,4.19999981,10,5,OV, , ,To Be Completed,No,1,, ,
-79.048438039727003,35.901520603696419,3438, , ,oak, ,,D,24,58,16,OV, , ,To Be Completed,No,1,, ,
-79.048138224567893,35.901527410193729,3439, , ,oak, ,,D,29,60,22,OV, , ,To Be Completed,No,1,, ,
-79.04773243521376,35.901792293534911,3440, , ,oak, ,,D,18.70000076,50,17,OV, , ,To Be Completed,No,1,, ,
-79.047736681092303,35.901793673114717,3441, , ,oak, ,,D,17.10000038,50,16,OV, , ,To Be Completed,No,1,, ,
-79.048168794093044,35.904656043474013,3442, , ,oak, ,,D,19.60000038,50,14,SAC, , ,To Be Completed,No,1,, ,
-79.04823399525128,35.904778059084883,3443, , ,hickory, ,,D,6.9000001,15,5,SAC, , ,To Be Completed,No,1,, ,
-79.048219339618271,35.904753325992971,3444, , ,dogwood, ,,D,2.4000001,7,1,SAC, , ,To Be Completed,No,1,, ,
-79.048204693838102,35.904745085133541,3445, , , , ,,D,5.4000001,20,6,SAC, , ,To Be Completed,No,1,, ,
-79.048195682672656,35.904742339928333,3446, , , , ,,D,6,14,4,SAC, , ,To Be Completed,No,1,, ,
-79.048190052981681,35.904745090916954,3447, , , , ,,D,10,20,5,SAC, , ,To Be Completed,No,1,, ,
-79.048179935142429,35.904775331678877,3448, , , , ,,D,8.39999962,20,5,SAC, , ,To Be Completed,No,1,, ,
-79.048195697436284,35.904767079158859,3449, , , , ,,D,5.4000001,17,5,SAC, , ,To Be Completed,No,1,, ,
-79.048685703419196,35.903800516866227,3450, , ,oak, ,,D,8,35,5,SAC, , ,To Be Completed,No,1,, ,
-79.048717312423221,35.903809404596601,3451, , ,oak, ,,D,19.39999962,40,13,SAC, , ,To Be Completed,No,1,, ,
-79.047926175051046,35.903585353629296,3452, , ,cedar, ,,E,3,8,4,SAC, , ,To Be Completed,No,1,, ,
-79.04789882748463,35.903587589543271,3453, , ,cedar, ,,E,2.70000005,7,4,SAC, , ,To Be Completed,No,1,, ,
-79.04796715541714,35.903511909214288,3454, , , , ,,D,5,14,7,SAC, , ,To Be Completed,No,1,, ,
-79.047359982452463,35.903913281631993,3455, , ,cherry, ,,D,3.0999999,13,4,SAC, , ,To Be Completed,No,1,, ,
-79.047618355178656,35.90426829120635,3456, , , , ,,D,8,14,7,SAC, , ,To Be Completed,No,1,, ,
-79.047524763282354,35.904288646478335,3457, , ,holly, ,,E,8,12,6,SAC, , ,To Be Completed,No,1,, ,
-79.047255502511149,35.904292400374423,3458, , , , ,,D,3.4000001,13,4,SAC, , ,To Be Completed,No,1,, ,
-79.047621297375358,35.904464945107378,3459, , ,maple, ,,D,3.20000005,12,4,SAC, , ,To Be Completed,No,1,, ,
-79.046714470066817,35.903993368470026,3460, , , , ,,D,12,10,6,SAC, , ,To Be Completed,No,1,, ,
-79.046784435376111,35.903881139483985,3461, , ,pine, ,,E,7.4000001,35,5,SAC, , ,To Be Completed,No,1,, ,
-79.046805932966478,35.903842873566425,3462, , , , ,,D,16.5,55,8,SAC, , ,To Be Completed,No,1,, ,
-79.046843498935161,35.903877093714947,3463, , ,cedar, ,,E,2,5,2,SAC, , ,To Be Completed,No,1,, ,
-79.046237711440384,35.902903587772187,3464, , ,holly, ,,E,5.5,15,7,SAC, , ,To Be Completed,No,1,, ,
-79.046223529150041,35.903103120484154,3465, , ,cedar, ,,E,12.5,37,8,SAC, , ,To Be Completed,No,1,, ,
-79.046443023825702,35.903270577211259,3466, , ,holly, ,,E,4.69999981,13,6,SAC, , ,To Be Completed,No,1,, ,
-79.046356274795514,35.90322871480884,3467, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046428275492218,35.90344103095287,3468, , ,maple, ,,D,3.9000001,13,5,SAC, , ,To Be Completed,No,1,, ,
-79.04636552810517,35.903333685898453,3469, , ,maple, ,,D,4.19999981,13,5,SAC, , ,To Be Completed,No,1,, ,
-79.046466556136934,35.90343344452593,3470, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046498538413246,35.903448741672207,3471, , ,maple, ,,D,4.19999981,13,5,SAC, , ,To Be Completed,No,1,, ,
-79.046621572508698,35.903400729681891,3472, , ,maple, ,,D,4.5999999,13,5,SAC, , ,To Be Completed,No,1,, ,
-79.046147879170832,35.902743048013072,3474, , ,dogwood, ,,D,3.70000005,11,5,SAC, , ,To Be Completed,No,1,, ,
-79.046367206271754,35.903248450293646,3477, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046378399451569,35.903268556305932,3478, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046388415186101,35.903287704898538,3479, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046399019316794,35.903306374333354,3480, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046409034785881,35.903325044342694,3481, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046417872257265,35.903341799418662,3482, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046427299068,35.90336046929859,3483, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046437903767995,35.903380096595448,3484, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046448508197713,35.903399244958315,3485, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.046457933920564,35.903415999806953,3486, , , , ,,D,9,6,5,SAC, , ,To Be Completed,No,1,, ,
-79.045980114986833,35.899213554106808,3546, , ,holly, ,,E,4,6,4,SAC, , ,To Be Completed,No,1,, ,
-79.046015470349133,35.899208213078353,3547, , ,holly, ,,E,4.0999999,6,4,SAC, , ,To Be Completed,No,1,, ,
-79.046042987579611,35.899236971426468,3548, , ,holly, ,,E,4.19999981,6,4,SAC, , ,To Be Completed,No,1,, ,
-79.046221244988018,35.899510738445386,3549, , ,holly, ,,E,5.0999999,7,4,SAC, , ,To Be Completed,No,1,, ,
-79.046233043972364,35.899533109533799,3550, , ,holly, ,,E,4.69999981,7,4,SAC, , ,To Be Completed,No,1,, ,
-79.046248772767143,35.89955761042156,3551, , ,holly, ,,E,4,7,4,SAC, , ,To Be Completed,No,1,, ,
-79.046327197133976,35.899639834897137,3552, , ,holly, ,,E,4.5,7,4,SAC,same, ,To Be Completed,No,1,, ,
-79.046451577217255,35.899882295785815,3553, , ,holly, ,,E,4.5999999,7,4,SAC, , ,To Be Completed,No,1,, ,
-79.046293318596241,35.899592755069179,3554, , ,holly, ,,E,4.69999981,7,4,SAC, , ,To Be Completed,No,1,, ,
-79.046691769450433,35.900182892497973,3555, , ,holly, ,,E,4.9000001,7,5,SAC, , ,To Be Completed,No,1,, ,
-79.046651178631038,35.900193563067624,3556, , ,holly, ,,E,5.19999981,7,5,SAC, , ,To Be Completed,No,1,, ,
-79.046642024353659,35.900215942121086,3557, , ,holly, ,,E,4.5999999,7,5,SAC, , ,To Be Completed,No,1,, ,
-79.046630248532864,35.900234060299525,3558, , ,holly, ,,E,6,7,5,SAC, , ,To Be Completed,No,1,, ,
-79.046618473936746,35.90025430941423,3559, , ,holly, ,,E,5.5999999,7,5,SAC, , ,To Be Completed,No,1,, ,
-79.045286921007275,35.899740469249096,3560, , ,holly, ,,E,17.89999962,14,10,SAC, , ,To Be Completed,No,1,, ,
-79.045316386439907,35.899767640784248,3561, , ,holly, ,,E,16.70000076,14,12,SAC, , ,To Be Completed,No,1,, ,
-79.045301038882471,35.899718905661999,3562, , ,holly, ,,E,14.89999962,12,9,SAC, , ,To Be Completed,No,1,, ,
-79.044242835327907,35.900904971457393,3563, , ,holly, ,,E,6.5,14,6,SAC, , ,To Be Completed,No,1,, ,
-79.044190303488563,35.9009431254864,3564, , ,holly, ,,E,22.79999924,15,8,SAC, , ,To Be Completed,No,1,, ,
-79.045274135468006,35.899448070541098,3565, , ,cedar, ,,E,6,19,5,SAC, , ,To Be Completed,No,1,, ,
-79.042412036586583,35.900500996285089,3566, , ,pine, ,,E,9.80000019,22,9,SAC, , ,To Be Completed,No,1,, ,
-79.042980198896188,35.902273589486818,3567, , ,holly, ,,E,14,25,8,HR, , ,To Be Completed,No,1,, ,
-79.042772606330232,35.902219951586986,3568, , ,holly, ,,E,13,25,8,HR, , ,To Be Completed,No,1,, ,
-79.038338694465281,35.898424092238784,3569, , ,cherry, ,,D,1.5,11,3,SAC, , ,To Be Completed,No,1,, ,
-79.037950278953744,35.899200795407801,3570, , ,magnolia, ,,E,8.39999962,30,7,SAC, , ,To Be Completed,No,1,, ,
-79.037880908171005,35.899367981727067,3571, , ,magnolia, ,,E,8,22,7,SAC, , ,To Be Completed,No,1,, ,
-79.037902575486342,35.89929263295177,3572, , ,magnolia, ,,E,7,20,7,SAC, , ,To Be Completed,No,1,, ,
-79.037662579282213,35.899340277844516,3573, , ,magnolia, ,,E,11.89999962,23,8,SAC, , ,To Be Completed,No,1,, ,
-79.037601327630966,35.899285410999759,3574, , ,magnolia, ,,E,11.80000019,23,6,SAC, , ,To Be Completed,No,1,, ,
-79.037518077924673,35.899232653697503,3575, , ,magnolia, ,,E,11.69999981,22,8,SAC, , ,To Be Completed,No,1,, ,
-79.037437867860092,35.899175175340098,3576, , ,magnolia, ,,E,13.39999962,25,10,SAC, , ,To Be Completed,No,1,, ,
-79.03783898808004,35.899451577112089,3577, , ,magnolia, ,,E,9,27,6,SAC, , ,To Be Completed,No,1,, ,
-79.037784033982774,35.8995092775261,3578, , ,magnolia, ,,E,6.4000001,20,6,SAC, , ,To Be Completed,No,1,, ,
-79.037634953795617,35.899397488007438,3579, , ,magnolia, ,,E,8.39999962,20,7,SAC, , ,To Be Completed,No,1,, ,
-79.045454225367052,35.902287508158835,3594, , , , ,,D,1.89999998,8,3,HR, , ,To Be Completed,No,1,, ,
-79.045157128800469,35.90174336810535,3597, , , , ,,D,6.19999981,11,5,NZ, , ,To Be Completed,No,1,, ,
-79.045242288393524,35.901712378544261,3598, , , , ,,D,9.80000019,13,7,NZ, , ,To Be Completed,No,1,, ,
-79.045129924282762,35.901489366963695,3599, , ,willow oak,Quercus phellos,,D,9.80000019,15,7,NZ, , ,Completed,No,1,, ,
-79.045095078259948,35.901345263091073,3600, , ,pine, ,,E,7.9000001,13,6,NZ, , ,To Be Completed,No,1,, ,
-79.045103395653783,35.901364183512619,3601, , ,pine, ,,E,7.80000019,13,6,NZ, , ,To Be Completed,No,1,, ,
-79.045101747120498,35.90138716307974,3602, , ,pine, ,,E,5.0999999,11,5,NZ, , ,To Be Completed,No,1,, ,
-79.045118371675201,35.901407432132238,3603, , ,pine, ,,E,5.5,11,5,NZ, , ,To Be Completed,No,1,, ,
-79.044162530170041,35.901166732767813,3604, , ,holly, ,,E,1.70000005,4,2,NZ, , ,To Be Completed,No,1,, ,
-79.044161274446495,35.901176653685098,3605, , ,wax myrtle,Myrica cerifera,,D,10,12,6,NZ, , ,Completed,No,1,, ,
-79.044162120118372,35.901185889902258,3606, , ,wax myrtle,Myrica cerifera,,D,10,12,6,NZ, , ,Completed,No,1,, ,
-79.044163387497719,35.901196494197244,3607, , ,wax myrtle,Myrica cerifera,,D,10,12,6,NZ, , ,Completed,No,1,, ,
-79.044163393296571,35.901207098948909,3608, , ,wax myrtle,Myrica cerifera,,D,10,12,6,NZ, , ,Completed,No,1,, ,
-79.044164660618492,35.901218387534925,3609, , ,wax myrtle,Myrica cerifera,,D,10,12,6,NZ, , ,Completed,No,1,, ,
-79.044164246509709,35.901229334584031,3610, , ,wax myrtle,Myrica cerifera,,D,10,12,6,NZ, , ,Completed,No,1,, ,
-79.044165094240228,35.901242333697944,3611, , ,wax myrtle,Myrica cerifera,,D,10,12,6,NZ, , ,Completed,No,1,, ,
-79.044165099478221,35.901251912364593,3612, , ,wax myrtle,Myrica cerifera,,D,10,12,6,NZ, , ,Completed,No,1,, ,
-79.054790671300495,35.904017568460276,3214,tree 7085, ,holly, ,,E,4.19999981,12,4,HA, , ,To Be Completed,No,1,, ,
